FAENA,CONDUCTOR,VEHICULO,FECHA,HORA,TURNO,TIPO,Detected type,Duration (sec),VELOCIDAD,Distance covered (metres),SUB TIPO,LATITUD ,LONGITUD
VAR,,1559 - KVWX88 (M DE F),4/17/2020,20:50:43,Noche,Distracción,Mirada ausente,"3,28",91.00,83.00,conducción distraída,-34.042778,-70.722778
VAR,,1559 - KVWX88 (M DE F),4/17/2020,19:31:19,Día,Distracción,Mirada ausente,"3,28",92.00,84.00,conducción distraída,-33.784722,-70.745556
VAR,,1673 - LRTK90,4/18/2020,04:43:50,Noche,Distracción,Mirada ausente,"3,52",47.00,46.00,conducción distraída,-33.388333,-70.756944
VAR,,1673 - LRTK90,4/18/2020,02:18:27,Noche,Distracción,Mirada ausente,"3,50",59.00,57.00,conducción distraída,-33.203056,-70.338333
VAR,,1649 - LLWZ28,4/18/2020,05:38:41,Noche,Distracción,Fatiga,"1,50",89.00,37.00,conducción distraída,-33.641077,-70.874070
VAR,,1673 - LRTK90,4/19/2020,22:51:12,Noche,Distracción,Mirada ausente,"3,43",39.00,37.00,conducción distraída,-33.203333,-70.338611
VAR,,1669 - LRTK86,4/20/2020,13:15:21,Día,Distracción,Distracción,"3,41",37.00,35.00,conducción distraída,-33.149757,-70.686580
VAR,,1673 - LRTK90,4/20/2020,22:37:33,Noche,Distracción,Mirada ausente,"3,45",51.00,49.00,conducción distraída,-33.198611,-70.338611
VAR,,1555 - KVWX83(M DE F),4/20/2020,15:05:04,Día,Distracción,Mirada ausente,"3,15",66.00,58.00,conducción distraída,-33.383889,-70.756944
VAR,,1665-LRTK82,4/20/2020,15:27:36,Día,Distracción,Mirada ausente,"3,38",75.00,70.00,conducción distraída,-33.346389,-70.709444
VAR,,1665-LRTK82,4/20/2020,15:27:25,Día,Distracción,Mirada ausente,"3,05",76.00,64.00,conducción distraída,-33.344444,-70.710278
VAR,,1559 - KVWX88 (M DE F),4/20/2020,09:33:26,Día,Distracción,Fatiga,"1,95",80.00,43.00,conducción distraída,-33.486667,-70.751389
VAR,,1651 - LPBX91,4/21/2020,22:06:25,Noche,Distracción,Fatiga,"1,59",17.00,8.00,conducción distraída,-33.260151,-70.348773
VAR,,1651 - LPBX91,4/21/2020,22:14:52,Noche,Distracción,Fatiga,"1,69",24.00,11.00,conducción distraída,-33.226934,-70.343338
VAR,,1240 - GWKL16,4/21/2020,23:45:21,Noche,Distracción,Distracción,"4,26",45.00,53.00,conducción distraída,-33.149057,-70.313278
VAR,,1243 - GWKL19,4/21/2020,11:32:38,Día,Distracción,Fatiga,"2,15",67.00,40.00,notificación de conducir distraído,-33.345278,-70.709722
VAR,,1650- LLWZ31,4/21/2020,02:46:49,Noche,Distracción,Distracción,"3,54",71.00,70.00,conducción distraída,-33.591133,-71.587472
VAR,,1673 - LRTK90,4/21/2020,13:04:55,Día,Distracción,Mirada ausente,"3,47",88.00,85.00,conducción distraída,-33.373611,-70.720556
VAR,,1673 - LRTK90,4/21/2020,16:55:27,Día,Distracción,Mirada ausente,"3,55",88.00,86.00,conducción distraída,-33.343056,-70.710833
VAR,,1650- LLWZ31,4/21/2020,20:24:54,Noche,Distracción,Distracción,"3,05",88.00,75.00,conducción distraída,-33.370719,-70.707306
VAR,,1650- LLWZ31,4/21/2020,10:09:32,Día,Distracción,Distracción,"3,15",90.00,78.00,conducción distraída,-33.693124,-70.724361
VAR,,1241- GWKL17,4/22/2020,13:11:03,Día,Distracción,Fatiga,"1,52",12.00,5.00,conducción distraída,-33.383758,-70.752129
VAR,,1240 - GWKL16,4/22/2020,22:41:56,Noche,Distracción,Distracción,"4,07",25.00,29.00,conducción distraída,-33.173167,-70.337650
VAR,,1650- LLWZ31,4/22/2020,04:59:05,Noche,Distracción,Distracción,"3,13",89.00,78.00,conducción distraída,-33.427782,-70.783916
VAR,,1650- LLWZ31,4/22/2020,02:24:51,Noche,Distracción,Distracción,"3,52",90.00,88.00,conducción distraída,-33.577328,-71.507552
VAR,,1242 - GWKL18,4/23/2020,11:28:48,Día,Distracción,Mirada ausente,"3,37",32.00,29.00,conducción distraída,-33.385833,-70.759167
VAR,,1665-LRTK82,4/23/2020,15:25:59,Día,Distracción,Fatiga,"1,98",35.00,19.00,conducción distraída,-33.146667,-70.310278
VAR,,LLVH42,4/23/2020,06:50:15,Noche,Distracción,Distracción,"3,28",48.00,44.00,conducción distraída,-33.151918,-70.316251
VAR,,1242 - GWKL18,4/23/2020,11:23:18,Día,Distracción,Fatiga,"1,53",61.00,26.00,conducción distraída,-33.372500,-70.710556
VAR,,1671- LRTK88,4/23/2020,15:21:39,Día,Distracción,Distracción,"3,42",88.00,84.00,conducción distraída,-33.352818,-70.706416
VAR,,1240 - GWKL16,4/24/2020,22:20:13,Noche,Distracción,Fatiga,"2,31",21.00,14.00,conducción distraída,-33.243272,-70.345886
VAR,,1671- LRTK88,4/24/2020,02:33:07,Noche,Distracción,Fatiga,"2,50",29.00,20.00,conducción distraída,-33.194913,-70.338906
VAR,,1651 - LPBX91,4/24/2020,10:21:37,Día,Distracción,Fatiga,"1,54",30.00,13.00,conducción distraída,-33.145067,-70.699850
VAR,,1670 - LRTK87,4/24/2020,20:38:22,Noche,Distracción,Mirada ausente,"3,80",32.00,33.00,conducción distraída,-33.390556,-70.600833
VAR,,1671- LRTK88,4/24/2020,03:51:26,Noche,Distracción,Fatiga,"2,00",40.00,22.00,conducción distraída,-33.367487,-70.500083
VAR,,1671- LRTK88,4/24/2020,09:36:14,Día,Distracción,Distracción,"3,29",89.00,81.00,conducción distraída,-33.818860,-70.751130
VAR,Luis Soto,1649 - LLWZ28,4/27/2020,23:24:36,Noche,Distracción,Distracción,"9,56",115.00,306.00,uso del teléfono móvil,-33.260022,-70.348085
VAR,,1241- GWKL17,4/27/2020,22:37:24,Noche,Distracción,Fatiga,"1,52",28.00,12.00,conducción distraída,-33.162150,-70.325460
VAR,,1668-LRTK85,4/27/2020,03:10:16,Noche,Distracción,Mirada ausente,"3,32",34.00,31.00,conducción distraída,-33.364722,-70.513611
VAR,,1559 - KVWX88 (M DE F),4/27/2020,10:57:04,Día,Distracción,Mirada ausente,"3,38",35.00,33.00,conducción distraída,-33.511389,-70.716389
VAR,,1650- LLWZ31,4/27/2020,13:43:44,Día,Distracción,Distracción,"3,11",40.00,34.00,conducción distraída,-33.367694,-70.699516
VAR,,1650- LLWZ31,4/27/2020,13:43:48,Día,Distracción,Distracción,"3,05",42.00,36.00,conducción distraída,-33.367294,-70.699695
VAR,,1650- LLWZ31,4/27/2020,13:54:32,Día,Distracción,Distracción,"3,28",46.00,42.00,conducción distraída,-33.320650,-70.736205
VAR,,1648 - LLWZ32,4/27/2020,10:40:23,Día,Distracción,Mirada ausente,"3,72",49.00,51.00,conducción distraída,-33.102222,-70.761389
VAR,,1649 - LLWZ28,4/27/2020,09:01:38,Día,Distracción,Distracción,"3,55",74.00,73.00,conducción distraída,-33.311061,-70.724886
VAR,,1651 - LPBX91,4/27/2020,11:25:24,Día,Distracción,Fatiga,"1,81",81.00,41.00,conducción distraída,-33.254860,-70.697778
VAR,,1242 - GWKL18,4/27/2020,14:02:33,Día,Distracción,Mirada ausente,"3,14",87.00,76.00,conducción distraída,-33.747778,-70.739167
VAR,,1650- LLWZ31,4/27/2020,09:49:07,Día,Distracción,Distracción,"3,20",88.00,79.00,conducción distraída,-33.779628,-70.744732
VAR,,1668-LRTK85,4/27/2020,13:39:08,Día,Distracción,Mirada ausente,"3,53",88.00,86.00,conducción distraída,-33.245833,-70.754167
VAR,,1650- LLWZ31,4/27/2020,12:36:19,Día,Distracción,Distracción,"3,52",89.00,87.00,conducción distraída,-34.059155,-70.753217
VAR,,1650- LLWZ31,4/27/2020,13:09:23,Día,Distracción,Distracción,"3,39",89.00,83.00,conducción distraída,-33.763506,-70.741876
VAR,,1650- LLWZ31,4/27/2020,13:44:54,Día,Distracción,Distracción,"4,79",89.00,118.00,conducción distraída,-33.354901,-70.705213
VAR,,1650- LLWZ31,4/27/2020,09:49:01,Día,Distracción,Distracción,"3,42",90.00,85.00,conducción distraída,-33.778312,-70.744518
VAR,,1650- LLWZ31,4/28/2020,09:35:17,Día,Distracción,Distracción,"3,13",36.00,31.00,conducción distraída,-33.365026,-70.699890
VAR,,1665-LRTK82,4/28/2020,15:58:57,Día,Distracción,Fatiga,"2,07",37.00,21.00,conducción distraída,-33.148333,-70.308611
VAR,,1648 - LLWZ32,4/28/2020,11:18:20,Día,Distracción,Mirada ausente,"3,38",40.00,37.00,conducción distraída,-33.097500,-70.753333
VAR,,LGGJ24,4/28/2020,11:27:37,Día,Distracción,Distracción,"4,04",49.00,55.00,conducción distraída,-33.156634,-70.680111
VAR,,1648 - LLWZ32,4/28/2020,08:55:39,Día,Distracción,Mirada ausente,"3,23",79.00,71.00,conducción distraída,-33.199722,-70.774722
VAR,,1368 - HWVV83,4/29/2020,12:10:38,Día,Distracción,Fatiga,"1,63",40.00,18.00,conducción distraída,-33.365556,-70.391944
VAR,,1669 - LRTK86,4/29/2020,09:58:34,Día,Distracción,Distracción,"4,00",48.00,54.00,conducción distraída,-33.524331,-70.705968
VAR,,1651 - LPBX91,4/29/2020,12:35:35,Día,Distracción,Fatiga,"1,72",51.00,24.00,conducción distraída,-33.548328,-70.697609
VAR,,1673 - LRTK90,4/29/2020,20:52:35,Noche,Distracción,Mirada ausente,"3,64",79.00,79.00,conducción distraída,-33.375833,-70.532500
VAR,,1671- LRTK88,4/29/2020,04:11:41,Noche,Distracción,Distracción,"3,89",88.00,95.00,conducción distraída,-33.564402,-71.546833
VAR,Wilson Sepulveda,1669 - LRTK86,4/30/2020,11:32:22,Día,Fatiga,Fatiga,"1,69",88.00,41.00,somnolencia,-33.204442,-70.664941
VAR,Braulio diaz,1671- LRTK88,4/30/2020,03:53:14,Noche,Fatiga,Fatiga,"2,05",89.00,51.00,somnolencia,-33.603710,-71.476754
VAR,,1669 - LRTK86,4/30/2020,00:26:27,Noche,Distracción,Distracción,"3,48",39.00,38.00,conducción distraída,-33.367491,-70.500036
VAR,,LGGJ24,4/30/2020,14:48:09,Día,Distracción,Fatiga,"1,67",48.00,22.00,conducción distraída,-33.161140,-70.673811
VAR,,1559 - KVWX88 (M DE F),4/30/2020,13:26:37,Día,Distracción,Mirada ausente,"3,37",56.00,52.00,conducción distraída,-32.839722,-70.982778
VAR,,1559 - KVWX88 (M DE F),4/30/2020,15:31:51,Día,Distracción,Mirada ausente,"3,32",56.00,51.00,conducción distraída,-32.853611,-70.915278
VAR,,1670 - LRTK87,5/1/2020,13:34:27,Día,Distracción,Mirada ausente,"3,44",42.00,40.00,conducción distraída,-33.365833,-70.690833
VAR,,1240 - GWKL16,5/3/2020,03:09:32,Noche,Distracción,Fatiga,"1,52",87.00,37.00,conducción distraída,-34.080930,-70.770270
VAR,,1665-LRTK82,5/4/2020,15:47:45,Día,Distracción,Fatiga,"1,83",37.00,19.00,conducción distraída,-33.173056,-70.338056
VAR,,1649 - LLWZ28,5/4/2020,21:21:39,Noche,Distracción,Fatiga,"1,94",38.00,20.00,conducción distraída,-33.370660,-70.399232
VAR,,1669 - LRTK86,5/4/2020,13:09:48,Día,Distracción,Distracción,"3,65",40.00,40.00,conducción distraída,-33.154336,-70.661114
VAR,,1559 - KVWX88 (M DE F),5/4/2020,13:55:26,Día,Distracción,Mirada ausente,"3,47",44.00,43.00,conducción distraída,-33.318611,-70.733056
VAR,,1559 - KVWX88 (M DE F),5/4/2020,10:52:16,Día,Distracción,Mirada ausente,"3,48",87.00,84.00,conducción distraída,-33.402500,-70.779167
VAR,,1559 - KVWX88 (M DE F),5/5/2020,12:29:54,Día,Distracción,Fatiga,"3,38",15.00,14.00,conducción distraída,-33.384167,-70.751667
VAR,,1671- LRTK88,5/5/2020,19:28:33,Día,Distracción,Fatiga,"1,57",22.00,10.00,conducción distraída,-33.388971,-70.755608
VAR,,1673 - LRTK90,5/5/2020,18:31:14,Día,Distracción,Mirada ausente,"3,62",62.00,62.00,conducción distraída,-33.395278,-70.770556
VAR,,1243 - GWKL19,5/5/2020,12:12:28,Día,Distracción,Mirada ausente,"3,15",84.00,74.00,conducción distraída,-33.329722,-70.698889
VAR,,1651 - LPBX91,5/6/2020,22:15:35,Noche,Distracción,Fatiga,"2,02",22.00,12.00,conducción distraída,-33.258996,-70.347286
VAR,,1673 - LRTK90,5/6/2020,23:53:10,Noche,Distracción,Mirada ausente,"3,62",41.00,41.00,conducción distraída,-33.218611,-70.340000
VAR,,1651 - LPBX91,5/6/2020,03:08:17,Noche,Distracción,Fatiga,"2,28",72.00,45.00,conducción distraída,-33.597264,-71.592217
VAR,,1242 - GWKL18,5/6/2020,16:12:46,Día,Distracción,Mirada ausente,"3,05",89.00,75.00,conducción distraída,-33.570278,-71.521944
VAR,,JPST72,5/7/2020,04:27:32,Noche,Distracción,Fatiga,"1,78",12.00,6.00,conducción distraída,-33.167574,-70.323320
VAR,,1559 - KVWX88 (M DE F),5/7/2020,16:15:38,Día,Distracción,Fatiga,"2,97",15.00,12.00,conducción distraída,-33.320556,-70.736389
VAR,,1241- GWKL17,5/7/2020,21:56:02,Noche,Distracción,Fatiga,"1,59",17.00,7.00,conducción distraída,-33.268418,-70.351240
VAR,,1651 - LPBX91,5/7/2020,01:04:55,Noche,Distracción,Fatiga,"1,50",25.00,10.00,conducción distraída,-33.368182,-70.501503
VAR,,1650- LLWZ31,5/7/2020,01:42:18,Noche,Distracción,Distracción,"3,54",42.00,41.00,conducción distraída,-33.668286,-70.923230
VAR,,1670 - LRTK87,5/7/2020,20:26:12,Noche,Distracción,Mirada ausente,"3,43",45.00,43.00,conducción distraída,-33.386389,-70.595000
VAR,,1669 - LRTK86,5/7/2020,10:12:10,Día,Distracción,Distracción,"3,52",46.00,45.00,conducción distraída,-33.358981,-70.691003
VAR,,1650- LLWZ31,5/7/2020,01:08:03,Noche,Distracción,Distracción,"3,26",53.00,48.00,conducción distraída,-33.477326,-70.688984
VAR,,1650- LLWZ31,5/7/2020,10:41:49,Día,Distracción,Fatiga,"1,94",57.00,31.00,notificación de cierre los ojos,-33.173242,-70.650596
VAR,,1559 - KVWX88 (M DE F),5/7/2020,11:42:23,Día,Distracción,Mirada ausente,"3,10",71.00,61.00,conducción distraída,-33.216389,-70.767500
VAR,,1559 - KVWX88 (M DE F),5/7/2020,09:54:08,Día,Distracción,Mirada ausente,"3,15",87.00,76.00,conducción distraída,-33.248333,-70.753056
VAR,,1650- LLWZ31,5/7/2020,04:00:46,Noche,Distracción,Distracción,"3,59",89.00,88.00,conducción distraída,-33.697983,-70.966757
VAR,,1650- LLWZ31,5/7/2020,01:54:33,Noche,Distracción,Distracción,"3,94",91.00,99.00,conducción distraída,-33.685902,-71.066108
VAR,,1670 - LRTK87,5/8/2020,01:08:17,Noche,Distracción,Mirada ausente,"3,54",33.00,32.00,conducción distraída,-33.413889,-70.692778
VAR,,1651 - LPBX91,5/8/2020,11:04:17,Día,Distracción,Distracción,"4,31",60.00,72.00,conducción distraída,-33.365951,-70.694520
VAR,,1651 - LPBX91,5/8/2020,11:04:01,Día,Distracción,Distracción,"4,68",64.00,83.00,conducción distraída,-33.365960,-70.697553
VAR,,1651 - LPBX91,5/8/2020,11:04:08,Día,Distracción,Distracción,"5,74",66.00,106.00,conducción distraída,-33.365937,-70.696187
VAR,,1651 - LPBX91,5/8/2020,11:04:31,Día,Distracción,Distracción,"4,50",67.00,83.00,conducción distraída,-33.366150,-70.691615
VAR,,1673 - LRTK90,5/11/2020,21:54:22,Noche,Distracción,Mirada ausente,"3,17",35.00,31.00,conducción distraída,-33.367778,-70.422778
VAR,,1668-LRTK85,5/11/2020,15:41:23,Día,Distracción,Mirada ausente,"3,22",36.00,33.00,conducción distraída,-33.566944,-71.536389
VAR,,1240 - GWKL16,5/11/2020,23:50:19,Noche,Distracción,Fatiga,"1,81",37.00,19.00,conducción distraída,-33.167133,-70.335578
VAR,,1669 - LRTK86,5/11/2020,02:58:04,Noche,Distracción,Distracción,"3,46",39.00,37.00,conducción distraída,-33.368512,-70.502335
VAR,,1673 - LRTK90,5/11/2020,21:53:48,Noche,Distracción,Mirada ausente,"3,13",39.00,34.00,conducción distraída,-33.367500,-70.424444
VAR,,1673 - LRTK90,5/11/2020,22:19:33,Noche,Distracción,Mirada ausente,"3,30",39.00,36.00,conducción distraída,-33.308056,-70.356944
VAR,,1649 - LLWZ28,5/11/2020,09:36:11,Día,Distracción,Distracción,"3,66",79.00,80.00,conducción distraída,-33.494318,-70.771802
VAR,,1650- LLWZ31,5/11/2020,14:51:24,Día,Distracción,Distracción,"3,87",88.00,95.00,conducción distraída,-33.596415,-70.715544
VAR,,1650- LLWZ31,5/11/2020,09:23:21,Día,Distracción,Distracción,"3,78",89.00,93.00,conducción distraída,-33.156666,-70.649880
VAR,,1650- LLWZ31,5/11/2020,14:49:17,Día,Distracción,Distracción,"3,04",90.00,76.00,conducción distraída,-33.624750,-70.714264
VAR,,1671- LRTK88,5/12/2020,00:31:40,Noche,Distracción,Fatiga,"1,63",24.00,11.00,conducción distraída,-33.189361,-70.338480
VAR,,1668-LRTK85,5/12/2020,22:08:36,Noche,Distracción,Mirada ausente,"3,17",30.00,27.00,conducción distraída,-33.190278,-70.338889
VAR,,1368 - HWVV83,5/12/2020,13:04:41,Día,Distracción,Mirada ausente,"3,18",37.00,33.00,conducción distraída,-33.307500,-70.357222
VAR,,1240 - GWKL16,5/12/2020,00:31:28,Noche,Distracción,Fatiga,"1,52",38.00,16.00,conducción distraída,-33.315353,-70.359676
VAR,,1650- LLWZ31,5/12/2020,08:35:03,Día,Distracción,Distracción,"3,31",40.00,37.00,conducción distraída,-33.148407,-70.690226
VAR,,1673 - LRTK90,5/12/2020,13:15:11,Día,Distracción,Mirada ausente,"3,15",57.00,49.00,conducción distraída,-33.371667,-70.709167
VAR,,1651 - LPBX91,5/12/2020,10:25:30,Día,Distracción,Fatiga,"1,94",89.00,48.00,conducción distraída,-33.453802,-70.888948
VAR,,1669 - LRTK86,5/12/2020,01:59:33,Noche,Distracción,Fatiga,"1,52",92.00,39.00,conducción distraída,-33.678126,-71.089538
VAR,,1240 - GWKL16,5/12/2020,01:36:49,Noche,Distracción,Fatiga,"1,61",93.00,41.00,conducción distraída,-33.375665,-70.532336
VAR,,1670 - LRTK87,5/13/2020,10:09:28,Día,Distracción,Mirada ausente,"3,14",43.00,38.00,conducción distraída,-33.193889,-70.665833
VAR,,1242 - GWKL18,5/13/2020,14:20:57,Día,Distracción,Fatiga,"1,54",89.00,38.00,conducción distraída,-33.680833,-71.081667
VAR,,1241- GWKL17,5/14/2020,22:43:54,Noche,Distracción,Fatiga,"1,85",15.00,8.00,conducción distraída,-33.264002,-70.350040
VAR,,1673 - LRTK90,5/14/2020,23:58:57,Noche,Distracción,Mirada ausente,"5,33",35.00,51.00,conducción distraída,-33.370556,-70.509167
VAR,,1650- LLWZ31,5/14/2020,08:43:30,Día,Distracción,Distracción,"3,78",40.00,42.00,conducción distraída,-33.148334,-70.690374
VAR,,1673 - LRTK90,5/14/2020,23:55:35,Noche,Distracción,Mirada ausente,"3,12",58.00,50.00,conducción distraída,-33.369722,-70.519722
VAR,,1673 - LRTK90,5/14/2020,23:55:11,Noche,Distracción,Mirada ausente,"3,50",61.00,59.00,conducción distraída,-33.371389,-70.523333
VAR,,1673 - LRTK90,5/14/2020,23:51:21,Noche,Distracción,Mirada ausente,"3,40",65.00,61.00,conducción distraída,-33.376667,-70.561667
VAR,,1648 - LLWZ32,5/14/2020,20:53:10,Noche,Distracción,Mirada ausente,"3,27",66.00,60.00,conducción distraída,-33.388333,-70.597222
VAR,,1673 - LRTK90,5/14/2020,23:51:09,Noche,Distracción,Mirada ausente,"3,18",66.00,58.00,conducción distraída,-33.376944,-70.564167
VAR,,1650- LLWZ31,5/15/2020,09:01:47,Día,Distracción,Distracción,"3,31",38.00,35.00,conducción distraída,-33.154143,-70.665682
VAR,,1240 - GWKL16,5/16/2020,02:47:51,Noche,Distracción,Fatiga,"2,02",90.00,50.00,conducción distraída,-34.116353,-70.724777
VAR,,1648 - LLWZ32,5/16/2020,15:13:43,Día,Distracción,Ojos cerrados,"3,27",96.00,87.00,conducción distraída,-33.369167,-70.705278
VAR,,1240 - GWKL16,5/18/2020,09:53:07,Día,Distracción,Fatiga,"2,26",10.00,6.00,conducción distraída,-34.356724,-70.812733
VAR,,1650- LLWZ31,5/18/2020,20:43:51,Noche,Distracción,Distracción,"3,04",45.00,38.00,conducción distraída,-33.366534,-70.514775
VAR,Yeison Sepulveda,1651 - LPBX91,5/19/2020,21:06:04,Noche,Fatiga,Fatiga,"1,76",28.00,14.00,somnolencia,-33.364472,-70.490870
VAR,,1651 - LPBX91,5/19/2020,10:43:44,Día,Distracción,Fatiga,"1,74",30.00,15.00,conducción distraída,-33.563167,-71.558704
VAR,,1650- LLWZ31,5/19/2020,03:01:13,Noche,Distracción,Distracción,"3,17",69.00,61.00,conducción distraída,-33.578009,-71.575694
VAR,,1649 - LLWZ28,5/19/2020,12:06:46,Día,Distracción,Fatiga,"1,52",81.00,34.00,conducción distraída,-33.177556,-70.646763
VAR,,1241- GWKL17,5/20/2020,12:58:54,Día,Distracción,Fatiga,"2,04",14.00,8.00,conducción distraída,-33.383391,-70.752012
VAR,,1559 - KVWX88 (M DE F),5/20/2020,04:38:06,Noche,Distracción,Fatiga,"2,98",33.00,27.00,conducción distraída,-33.160833,-70.646667
VAR,,1671- LRTK88,5/20/2020,09:07:02,Día,Distracción,Distracción,"4,16",34.00,39.00,conducción distraída,-33.156260,-70.650555
VAR,,1650- LLWZ31,5/20/2020,00:38:20,Noche,Distracción,Distracción,"3,28",37.00,33.00,conducción distraída,-33.369754,-70.505018
VAR,,LGGJ24,5/20/2020,12:49:18,Día,Distracción,Fatiga,"1,52",45.00,19.00,conducción distraída,-33.159019,-70.676815
VAR,,1650- LLWZ31,5/20/2020,18:37:05,Día,Distracción,Distracción,"3,13",47.00,41.00,conducción distraída,-33.384827,-70.758518
VAR,,1669 - LRTK86,5/20/2020,17:21:09,Día,Distracción,Distracción,"3,87",89.00,95.00,conducción distraída,-33.275649,-70.740988
VAR,,1563 - KVWX92(MDEF),5/21/2020,14:16:53,Día,Distracción,Fatiga,"2,93",26.00,22.00,conducción distraída,-33.461111,-70.783056
VAR,,1563 - KVWX92(MDEF),5/21/2020,10:56:43,Día,Distracción,Ojos cerrados,"3,25",80.00,72.00,conducción distraída,-33.224722,-70.682222
VAR,,1649 - LLWZ28,5/21/2020,20:51:07,Noche,Distracción,Distracción,"3,02",88.00,73.00,conducción distraída,-33.374621,-70.529537
VAR,,JYZD34,5/21/2020,17:53:35,Día,Distracción,Fatiga,"1,89",100.00,52.00,conducción distraída,-33.398466,-70.774517
VAR,,1563 - KVWX92(MDEF),5/22/2020,11:30:11,Día,Distracción,Fatiga,"2,87",19.00,15.00,conducción distraída,-33.465000,-70.786111
VAR,,1242 - GWKL18,5/22/2020,22:42:35,Noche,Distracción,Fatiga,"1,93",19.00,10.00,conducción distraída,-33.258056,-70.345833
VAR,,1670 - LRTK87,5/22/2020,01:28:00,Noche,Distracción,Fatiga,"2,59",20.00,14.00,conducción distraída,-33.176389,-70.337222
VAR,,1667 - LRTK84,5/22/2020,11:12:59,Día,Distracción,Fatiga,"1,52",29.00,12.00,conducción distraída,-33.335703,-70.713601
VAR,,1669 - LRTK86,5/22/2020,20:49:16,Noche,Distracción,Distracción,"3,81",37.00,39.00,conducción distraída,-33.370241,-70.507206
VAR,,1670 - LRTK87,5/22/2020,01:19:54,Noche,Distracción,Mirada ausente,"3,29",40.00,36.00,conducción distraída,-33.158889,-70.322778
VAR,,1667 - LRTK84,5/22/2020,14:31:33,Día,Distracción,Distracción,"4,35",84.00,102.00,conducción distraída,-33.346962,-70.708723
VAR,,1563 - KVWX92(MDEF),5/23/2020,15:45:06,Día,Distracción,Fatiga,"2,82",32.00,25.00,conducción distraída,-33.165833,-70.642500
VAR,,1651 - LPBX91,5/23/2020,00:23:18,Noche,Distracción,Fatiga,"2,02",34.00,19.00,conducción distraída,-33.364835,-70.389381
VAR,,1563 - KVWX92(MDEF),5/23/2020,10:12:29,Día,Distracción,Fatiga,"2,77",35.00,27.00,conducción distraída,-33.164444,-70.643611
VAR,,1666-LRTK83,5/23/2020,14:05:57,Día,Distracción,Mirada ausente,"3,38",37.00,35.00,conducción distraída,-33.151389,-70.315278
VAR,,1563 - KVWX92(MDEF),5/23/2020,09:11:44,Día,Distracción,Fatiga,"2,52",47.00,33.00,conducción distraída,-33.445278,-70.781944
VAR,,1242 - GWKL18,5/23/2020,04:41:38,Noche,Distracción,Mirada ausente,"3,18",84.00,74.00,conducción distraída,-33.512500,-70.720278
VAR,,LLVH43,5/24/2020,07:58:04,Día,Distracción,Distracción,"4,26",33.00,39.00,conducción distraída,-33.148932,-70.288651
VAR,,1658 - LLWZ23,5/24/2020,04:47:20,Noche,Distracción,Distracción,"3,81",42.00,45.00,conducción distraída,-33.177160,-70.337374
VAR,,1563 - KVWX92(MDEF),5/24/2020,09:15:53,Día,Distracción,Fatiga,"1,93",45.00,24.00,conducción distraída,-33.445833,-70.778056
VAR,,LLVH43,5/25/2020,12:54:17,Día,Distracción,Distracción,"4,02",25.00,28.00,conducción distraída,-33.148600,-70.288900
VAR,,1563 - KVWX92(MDEF),5/25/2020,01:03:22,Noche,Distracción,Mirada ausente,"3,54",32.00,31.00,conducción distraída,-33.166667,-70.641944
VAR,,1664 - LRTK81,5/25/2020,16:21:22,Día,Distracción,Mirada ausente,"3,81",38.00,40.00,conducción distraída,-33.275000,-70.740833
VAR,,1242 - GWKL18,5/25/2020,15:56:03,Día,Distracción,Mirada ausente,"3,19",45.00,40.00,conducción distraída,-33.611111,-71.453056
VAR,,1650- LLWZ31,5/25/2020,15:03:54,Día,Distracción,Distracción,"3,05",85.00,72.00,conducción distraída,-33.323075,-70.719699
VAR,,1242 - GWKL18,5/25/2020,16:11:57,Día,Distracción,Mirada ausente,"3,17",88.00,78.00,conducción distraída,-33.673611,-71.230556
VAR,,JYZD34,5/25/2020,11:28:36,Día,Distracción,Distracción,"4,61",97.00,124.00,conducción distraída,-33.542837,-70.629208
VAR,,JYZD34,5/25/2020,11:29:32,Día,Distracción,Distracción,"5,03",100.00,139.00,conducción distraída,-33.540771,-70.645854
VAR,,JYZD34,5/25/2020,11:36:10,Día,Distracción,Distracción,"3,54",104.00,103.00,conducción distraída,-33.496344,-70.745772
VAR,,JYZD34,5/25/2020,11:38:38,Día,Distracción,Distracción,"4,20",105.00,123.00,conducción distraída,-33.463402,-70.763288
VAR,,1651 - LPBX91,5/26/2020,22:33:07,Noche,Distracción,Fatiga,"1,87",25.00,13.00,conducción distraída,-33.227955,-70.340943
VAR,,1651 - LPBX91,5/26/2020,22:24:38,Noche,Distracción,Distracción,"5,79",36.00,57.00,conducción distraída,-33.259011,-70.347336
VAR,,1241- GWKL17,5/26/2020,01:22:48,Noche,Distracción,Fatiga,"1,72",38.00,18.00,conducción distraída,-33.369983,-70.461750
VAR,,1667 - LRTK84,5/26/2020,05:24:12,Noche,Distracción,Distracción,"3,11",39.00,33.00,conducción distraída,-33.161371,-70.331687
VAR,,1243 - GWKL19,5/27/2020,02:14:34,Noche,Distracción,Mirada ausente,"3,33",44.00,41.00,conducción distraída,-33.387778,-70.757778
VAR,,1368 - HWVV83,5/27/2020,14:28:29,Día,Distracción,Mirada ausente,"3,05",64.00,54.00,conducción distraída,-33.388889,-70.763333
VAR,,1368 - HWVV83,5/27/2020,16:26:46,Día,Distracción,Mirada ausente,"3,49",75.00,72.00,conducción distraída,-33.448056,-70.766944
