FAENA,CONDUCTOR,VEHICULO,FECHA,HORA,TURNO,TIPO,Detected type,Duration (sec),VELOCIDAD,Distance covered (metres),SUB TIPO,LATITUD ,LONGITUD
VAR,,1651 - LPBX91,1/29/2020,01:02:08,Noche,Distracción,Distracción,"3,13",37.00,32.00,conducción distraída,-33.376232,-70.533795
VAR,,1558- KVWX87,1/29/2020,23:39:53,Noche,Distracción,Mirada ausente,"3,77",39.00,41.00,conducción distraída,-33.386944,-70.759167
VAR,,1555 - KVWX83(M DE F),1/29/2020,17:53:01,Día,Distracción,Mirada ausente,"3,79",43.00,45.00,conducción distraída,-33.388056,-70.757500
VAR,,1650- LLWZ31,1/29/2020,02:19:13,Noche,Distracción,Fatiga,"2,50",78.00,54.00,conducción distraída,-33.590905,-71.493506
VAR,,1650- LLWZ31,1/29/2020,01:08:13,Noche,Distracción,Distracción,"3,35",87.00,81.00,conducción distraída,-33.425128,-70.691608
VAR,,1669 - LRTK86,1/29/2020,02:03:24,Noche,Distracción,Fatiga,"1,52",89.00,38.00,conducción distraída,-33.661883,-71.248874
VAR,,1650- LLWZ31,1/29/2020,03:37:47,Noche,Distracción,Distracción,"3,15",90.00,78.00,conducción distraída,-33.653369,-71.302624
VAR,,1657 - LLWZ34,1/29/2020,09:03:59,Día,Distracción,Fatiga,"1,59",90.00,40.00,notificación de conducir distraído,-33.223765,-70.681068
VAR,,1240 - GWKL16,1/30/2020,13:58:56,Día,Distracción,Distracción,"3,13",37.00,32.00,conducción distraída,-33.385566,-70.758770
VAR,,1651 - LPBX91,1/30/2020,22:10:27,Noche,Distracción,Distracción,"3,05",37.00,32.00,conducción distraída,-33.201673,-70.338395
VAR,,1653- LLWZ29,1/30/2020,01:03:28,Noche,Distracción,Distracción,"3,39",63.00,59.00,conducción distraída,-33.369037,-70.519047
VAR,,1671- LRTK88,1/30/2020,10:01:07,Día,Distracción,Fatiga,"1,65",77.00,35.00,conducción distraída,-33.306748,-70.726815
VAR,,1650- LLWZ31,1/30/2020,04:14:35,Noche,Distracción,Distracción,"3,07",89.00,76.00,conducción distraída,-33.572417,-71.515350
VAR,,1672 - LRTK89,1/31/2020,17:14:21,Día,Distracción,Mirada ausente,"3,13",78.00,68.00,conducción distraída,-33.201944,-70.663056
VAR,,1650- LLWZ31,1/31/2020,02:16:46,Noche,Distracción,Distracción,"3,20",86.00,77.00,conducción distraída,-33.614895,-71.437187
VAR,,1651 - LPBX91,1/31/2020,01:51:26,Noche,Distracción,Distracción,"3,76",87.00,91.00,conducción distraída,-33.676052,-71.095520
VAR,,1240 - GWKL16,2/1/2020,01:59:51,Noche,Distracción,Distracción,"3,50",44.00,43.00,conducción distraída,-33.387892,-70.754498
VAR,,1650- LLWZ31,2/1/2020,03:06:12,Noche,Distracción,Distracción,"3,66",50.00,51.00,conducción distraída,-33.592496,-71.588025
VAR,,1559 - KVWX88 (M DE F),2/3/2020,10:20:38,Día,Distracción,Mirada ausente,"3,64",30.00,30.00,conducción distraída,-33.620833,-70.698889
VAR,,1240 - GWKL16,2/3/2020,22:56:21,Noche,Distracción,Distracción,"3,52",36.00,36.00,conducción distraída,-33.198119,-70.338781
VAR,,1240 - GWKL16,2/3/2020,23:52:03,Noche,Distracción,Distracción,"3,11",36.00,31.00,conducción distraída,-33.160143,-70.329687
VAR,,1240 - GWKL16,2/3/2020,23:53:35,Noche,Distracción,Distracción,"3,48",36.00,35.00,conducción distraída,-33.161825,-70.331577
VAR,,1240 - GWKL16,2/3/2020,21:42:45,Noche,Distracción,Distracción,"3,29",37.00,34.00,conducción distraída,-33.366728,-70.395677
VAR,,1240 - GWKL16,2/3/2020,13:50:29,Día,Distracción,Distracción,"3,04",39.00,33.00,conducción distraída,-33.363529,-70.701233
VAR,,1240 - GWKL16,2/3/2020,20:10:52,Noche,Distracción,Distracción,"3,18",78.00,69.00,conducción distraída,-33.378306,-70.651896
VAR,,1242 - GWKL18,2/3/2020,14:02:43,Día,Distracción,Fatiga,"1,52",87.00,37.00,conducción distraída,-33.711944,-70.724722
VAR,,1240 - GWKL16,2/4/2020,23:09:18,Noche,Distracción,Fatiga,"2,00",18.00,10.00,conducción distraída,-33.207824,-70.339269
VAR,,1242 - GWKL18,2/4/2020,15:30:33,Día,Distracción,Fatiga,"2,65",19.00,14.00,conducción distraída,-33.388611,-70.755000
VAR,,1240 - GWKL16,2/4/2020,23:15:18,Noche,Distracción,Fatiga,"1,89",19.00,10.00,conducción distraída,-33.184842,-70.337598
VAR,,1240 - GWKL16,2/4/2020,00:04:13,Noche,Distracción,Distracción,"3,28",35.00,32.00,conducción distraída,-33.201012,-70.338105
VAR,,1240 - GWKL16,2/4/2020,00:03:58,Noche,Distracción,Distracción,"3,44",37.00,36.00,conducción distraída,-33.199772,-70.338168
VAR,,1240 - GWKL16,2/4/2020,01:36:22,Noche,Distracción,Distracción,"3,02",43.00,36.00,conducción distraída,-33.368715,-70.502688
VAR,,1240 - GWKL16,2/4/2020,01:36:18,Noche,Distracción,Distracción,"3,11",47.00,41.00,conducción distraída,-33.368510,-70.502247
VAR,,1240 - GWKL16,2/4/2020,01:46:35,Noche,Distracción,Distracción,"3,41",50.00,48.00,conducción distraída,-33.388477,-70.598004
VAR,,1240 - GWKL16,2/4/2020,01:45:03,Noche,Distracción,Distracción,"3,04",75.00,63.00,conducción distraída,-33.381258,-70.583814
VAR,,1659 - LLWZ27,2/5/2020,18:23:22,Día,Distracción,Mirada ausente,"4,15",31.00,35.00,conducción distraída,-33.369444,-70.705556
VAR,,1240 - GWKL16,2/5/2020,23:56:04,Noche,Distracción,Distracción,"3,20",35.00,31.00,conducción distraída,-33.167903,-70.336374
VAR,,1240 - GWKL16,2/5/2020,00:42:24,Noche,Distracción,Fatiga,"2,15",37.00,22.00,conducción distraída,-33.308678,-70.357128
VAR,,1650- LLWZ31,2/5/2020,12:30:28,Día,Distracción,Distracción,"3,37",37.00,35.00,conducción distraída,-33.146101,-70.696998
VAR,,1240 - GWKL16,2/5/2020,00:33:34,Noche,Distracción,Distracción,"3,83",38.00,40.00,conducción distraída,-33.271213,-70.351547
VAR,,1650- LLWZ31,2/5/2020,12:29:50,Día,Distracción,Distracción,"3,52",38.00,37.00,conducción distraída,-33.147464,-70.692986
VAR,,1650- LLWZ31,2/5/2020,16:02:23,Día,Distracción,Distracción,"3,39",38.00,36.00,conducción distraída,-33.148491,-70.694791
VAR,,1240 - GWKL16,2/5/2020,14:21:56,Día,Distracción,Distracción,"3,13",43.00,38.00,conducción distraída,-33.388299,-70.756900
VAR,,1242 - GWKL18,2/5/2020,13:27:15,Día,Distracción,Fatiga,"2,60",55.00,39.00,conducción distraída,-33.589722,-71.586389
VAR,,1240 - GWKL16,2/5/2020,15:51:19,Día,Distracción,Distracción,"3,11",56.00,48.00,conducción distraída,-33.281653,-70.738356
VAR,,1240 - GWKL16,2/5/2020,01:36:24,Noche,Distracción,Distracción,"3,24",73.00,65.00,conducción distraída,-33.376217,-70.559628
VAR,,1240 - GWKL16,2/5/2020,14:35:08,Día,Distracción,Distracción,"3,07",81.00,69.00,conducción distraída,-33.294279,-70.732411
VAR,,1671- LRTK88,2/5/2020,10:17:45,Día,Distracción,Distracción,"3,04",89.00,75.00,conducción distraída,-33.207055,-70.667086
VAR,Cristian Saavedra,1667 - LRTK84,2/6/2020,15:56:21,Día,Fatiga,Fatiga,"2,18",20.00,12.00,somnolencia,-33.315299,-70.722688
VAR,,1240 - GWKL16,2/6/2020,00:56:57,Noche,Distracción,Distracción,"3,02",35.00,29.00,conducción distraída,-33.367351,-70.396367
VAR,,1240 - GWKL16,2/6/2020,01:18:48,Noche,Distracción,Distracción,"3,59",37.00,36.00,conducción distraída,-33.365061,-70.468850
VAR,,1240 - GWKL16,2/6/2020,01:26:45,Noche,Distracción,Distracción,"3,26",37.00,34.00,conducción distraída,-33.366972,-70.496784
VAR,,1240 - GWKL16,2/6/2020,01:28:03,Noche,Distracción,Distracción,"3,50",37.00,36.00,conducción distraída,-33.369743,-70.505022
VAR,,1240 - GWKL16,2/6/2020,02:04:56,Noche,Distracción,Distracción,"4,15",41.00,47.00,conducción distraída,-33.388498,-70.756757
VAR,,1240 - GWKL16,2/6/2020,01:30:06,Noche,Distracción,Distracción,"3,13",42.00,36.00,conducción distraída,-33.367698,-70.512188
VAR,,1240 - GWKL16,2/6/2020,01:28:35,Noche,Distracción,Distracción,"3,81",46.00,48.00,conducción distraída,-33.370324,-70.509040
VAR,,1240 - GWKL16,2/6/2020,01:49:21,Noche,Distracción,Distracción,"3,07",47.00,40.00,conducción distraída,-33.390147,-70.603827
VAR,,1240 - GWKL16,2/6/2020,01:31:12,Noche,Distracción,Distracción,"3,15",48.00,42.00,conducción distraída,-33.366724,-70.515564
VAR,,1240 - GWKL16,2/6/2020,02:03:27,Noche,Distracción,Distracción,"3,35",60.00,56.00,conducción distraída,-33.385333,-70.759206
VAR,,1670 - LRTK87,2/6/2020,17:50:01,Día,Distracción,Ojos cerrados,"3,34",61.00,57.00,conducción distraída,-33.568889,-71.528056
VAR,,1240 - GWKL16,2/6/2020,02:03:23,Noche,Distracción,Distracción,"3,35",62.00,58.00,conducción distraída,-33.384904,-70.758705
VAR,,1240 - GWKL16,2/6/2020,01:32:10,Noche,Distracción,Distracción,"3,41",72.00,68.00,conducción distraída,-33.371766,-70.525065
VAR,,1240 - GWKL16,2/6/2020,01:57:06,Noche,Distracción,Distracción,"3,16",72.00,63.00,conducción distraída,-33.366927,-70.681965
VAR,,1240 - GWKL16,2/6/2020,01:53:21,Noche,Distracción,Distracción,"3,16",73.00,64.00,conducción distraída,-33.386796,-70.635527
VAR,,1240 - GWKL16,2/6/2020,01:52:59,Noche,Distracción,Distracción,"3,53",74.00,72.00,conducción distraída,-33.389462,-70.631902
VAR,,1240 - GWKL16,2/6/2020,01:53:13,Noche,Distracción,Distracción,"3,76",74.00,77.00,conducción distraída,-33.387641,-70.634387
VAR,,1240 - GWKL16,2/6/2020,01:56:59,Noche,Distracción,Distracción,"3,37",74.00,69.00,conducción distraída,-33.367464,-70.680390
VAR,,1240 - GWKL16,2/6/2020,01:58:26,Noche,Distracción,Distracción,"3,74",74.00,77.00,conducción distraída,-33.366016,-70.699743
VAR,,1240 - GWKL16,2/6/2020,01:58:43,Noche,Distracción,Distracción,"3,24",76.00,68.00,conducción distraída,-33.367649,-70.702814
VAR,,1240 - GWKL16,2/6/2020,02:00:37,Noche,Distracción,Distracción,"3,18",77.00,68.00,conducción distraída,-33.372779,-70.727057
VAR,,1240 - GWKL16,2/6/2020,01:57:19,Noche,Distracción,Distracción,"3,78",78.00,82.00,conducción distraída,-33.366415,-70.684900
VAR,,1240 - GWKL16,2/6/2020,02:00:12,Noche,Distracción,Distracción,"3,37",78.00,73.00,conducción distraída,-33.373436,-70.721325
VAR,,1240 - GWKL16,2/6/2020,01:55:03,Noche,Distracción,Distracción,"3,24",79.00,71.00,conducción distraída,-33.376743,-70.655521
VAR,,1240 - GWKL16,2/6/2020,02:00:02,Noche,Distracción,Distracción,"3,50",79.00,76.00,conducción distraída,-33.373697,-70.719022
VAR,,1240 - GWKL16,2/6/2020,02:01:02,Noche,Distracción,Distracción,"3,28",79.00,72.00,conducción distraída,-33.372091,-70.732892
VAR,,1240 - GWKL16,2/6/2020,02:02:35,Noche,Distracción,Distracción,"3,35",79.00,74.00,conducción distraída,-33.378581,-70.751015
VAR,,1240 - GWKL16,2/6/2020,01:43:35,Noche,Distracción,Distracción,"3,54",80.00,79.00,conducción distraída,-33.376174,-70.558915
VAR,,1240 - GWKL16,2/6/2020,01:45:18,Noche,Distracción,Distracción,"3,04",80.00,68.00,conducción distraída,-33.381266,-70.583767
VAR,,1240 - GWKL16,2/6/2020,01:59:45,Noche,Distracción,Distracción,"3,28",81.00,73.00,conducción distraída,-33.374043,-70.715000
VAR,,1240 - GWKL16,2/6/2020,01:59:59,Noche,Distracción,Distracción,"3,16",81.00,71.00,conducción distraída,-33.373778,-70.718322
VAR,,1240 - GWKL16,2/6/2020,01:55:56,Noche,Distracción,Distracción,"3,11",82.00,70.00,conducción distraída,-33.372405,-70.667117
VAR,,1240 - GWKL16,2/6/2020,01:44:24,Noche,Distracción,Distracción,"3,13",83.00,72.00,conducción distraída,-33.377836,-70.571276
VAR,,1240 - GWKL16,2/6/2020,01:56:48,Noche,Distracción,Distracción,"3,41",84.00,79.00,conducción distraída,-33.368243,-70.678279
VAR,,1650- LLWZ31,2/6/2020,16:15:31,Día,Distracción,Distracción,"3,05",90.00,76.00,conducción distraída,-32.853078,-70.909277
VAR,Wilson Sepulveda,1671- LRTK88,2/7/2020,09:09:54,Día,Distracción,Fatiga,"1,59",25.00,11.00,uso del teléfono móvil,-33.151220,-70.654545
VAR,,1240 - GWKL16,2/7/2020,22:09:17,Noche,Distracción,Fatiga,"2,09",16.00,9.00,conducción distraída,-33.270192,-70.351503
VAR,,1672 - LRTK89,2/7/2020,13:30:35,Día,Distracción,Mirada ausente,"3,05",30.00,25.00,conducción distraída,-33.158611,-70.297500
VAR,,1670 - LRTK87,2/7/2020,15:33:38,Día,Distracción,Ojos cerrados,"3,49",37.00,36.00,conducción distraída,-33.082222,-70.785556
VAR,,1653- LLWZ29,2/7/2020,00:15:09,Noche,Distracción,Distracción,"3,33",38.00,36.00,conducción distraída,-33.375654,-70.750218
VAR,,1671- LRTK88,2/7/2020,13:34:37,Día,Distracción,Fatiga,"2,11",42.00,24.00,conducción distraída,-33.388223,-70.757178
VAR,,1671- LRTK88,2/7/2020,22:00:11,Noche,Distracción,Distracción,"3,16",45.00,39.00,conducción distraída,-33.196492,-70.339010
VAR,,1670 - LRTK87,2/7/2020,16:02:27,Día,Distracción,Mirada ausente,"3,24",79.00,71.00,conducción distraída,-33.116944,-70.681944
VAR,,1653- LLWZ29,2/8/2020,09:29:43,Día,Distracción,Distracción,"7,00",38.00,74.00,conducción distraída,-33.154132,-70.668080
VAR,,1653- LLWZ29,2/8/2020,09:14:00,Día,Distracción,Distracción,"3,78",79.00,83.00,conducción distraída,-33.157135,-70.649513
VAR,,1559 - KVWX88 (M DE F),2/9/2020,13:50:32,Día,Distracción,Fatiga,"1,61",45.00,20.00,conducción distraída,-32.853333,-70.866389
VAR,,1559 - KVWX88 (M DE F),2/9/2020,13:16:17,Día,Distracción,Mirada ausente,"3,38",89.00,84.00,conducción distraída,-33.209722,-70.770278
VAR,,1555 - KVWX83(M DE F),2/10/2020,13:47:40,Día,Distracción,Fatiga,"1,95",36.00,20.00,conducción distraída,-33.163056,-70.664167
VAR,,1671- LRTK88,2/10/2020,10:12:05,Día,Distracción,Fatiga,"1,52",39.00,16.00,conducción distraída,-33.150308,-70.684871
VAR,,1651 - LPBX91,2/11/2020,00:38:10,Noche,Distracción,Distracción,"3,37",36.00,34.00,conducción distraída,-33.367873,-70.500905
VAR,,1555 - KVWX83(M DE F),2/11/2020,17:42:31,Día,Distracción,Fatiga,"1,55",49.00,21.00,conducción distraída,-33.385000,-70.758333
VAR,,1555 - KVWX83(M DE F),2/11/2020,11:30:29,Día,Distracción,Fatiga,"1,60",68.00,30.00,conducción distraída,-33.511389,-70.699722
VAR,,1667 - LRTK84,2/11/2020,14:44:38,Día,Distracción,Fatiga,"1,87",76.00,40.00,conducción distraída,-33.380953,-70.753810
VAR,,1650- LLWZ31,2/11/2020,01:40:54,Noche,Distracción,Distracción,"3,61",89.00,89.00,conducción distraída,-33.701427,-70.980167
VAR,,1664 - LRTK81,2/12/2020,14:37:25,Día,Distracción,Mirada ausente,"3,45",32.00,30.00,conducción distraída,-33.179167,-70.337778
VAR,,1650- LLWZ31,2/12/2020,02:07:17,Noche,Distracción,Distracción,"3,33",69.00,64.00,conducción distraída,-33.563851,-71.570692
VAR,,1650- LLWZ31,2/12/2020,01:22:01,Noche,Distracción,Distracción,"3,61",89.00,89.00,conducción distraída,-33.692796,-70.957858
VAR,,1650- LLWZ31,2/12/2020,01:39:37,Noche,Distracción,Distracción,"3,02",89.00,74.00,conducción distraída,-33.672486,-71.204367
VAR,,1650- LLWZ31,2/12/2020,01:57:04,Noche,Distracción,Distracción,"3,68",89.00,92.00,conducción distraída,-33.611146,-71.451961
VAR,,1650- LLWZ31,2/12/2020,02:58:39,Noche,Distracción,Distracción,"3,07",89.00,76.00,conducción distraída,-33.607056,-71.469733
VAR,,1559 - KVWX88 (M DE F),2/12/2020,19:10:50,Día,Distracción,Mirada ausente,"6,45",89.00,160.00,conducción distraída,-32.852222,-70.895278
VAR,,1671- LRTK88,2/12/2020,11:13:59,Día,Distracción,Distracción,"3,20",90.00,80.00,conducción distraída,-32.852914,-70.908992
VAR,,1242 - GWKL18,2/13/2020,16:43:36,Día,Distracción,Fatiga,"2,62",16.00,12.00,conducción distraída,-33.382778,-70.742222
VAR,,1670 - LRTK87,2/13/2020,00:52:32,Noche,Distracción,Mirada ausente,"3,43",30.00,28.00,conducción distraída,-33.368889,-70.502778
VAR,,1657 - LLWZ34,2/13/2020,13:04:58,Día,Distracción,Distracción,"3,81",36.00,38.00,conducción distraída,-33.148774,-70.694193
VAR,,1672 - LRTK89,2/13/2020,12:36:02,Día,Distracción,Fatiga,"1,87",43.00,22.00,conducción distraída,-33.146944,-70.308056
VAR,,1650- LLWZ31,2/13/2020,02:18:46,Noche,Distracción,Distracción,"3,35",71.00,66.00,conducción distraída,-33.599855,-71.597572
VAR,,1555 - KVWX83(M DE F),2/13/2020,14:29:17,Día,Distracción,Fatiga,"1,68",77.00,36.00,conducción distraída,-33.453611,-70.690833
VAR,,1651 - LPBX91,2/14/2020,00:37:31,Noche,Distracción,Fatiga,"1,72",30.00,15.00,conducción distraída,-33.366975,-70.495877
VAR,,1672 - LRTK89,2/14/2020,12:34:06,Día,Distracción,Fatiga,"1,60",30.00,13.00,conducción distraída,-33.306944,-70.360000
VAR,,1559 - KVWX88 (M DE F),2/14/2020,08:40:47,Día,Distracción,Fatiga,"1,67",59.00,27.00,conducción distraída,-33.092500,-70.724167
VAR,,1650- LLWZ31,2/14/2020,04:21:20,Noche,Distracción,Distracción,"3,13",86.00,75.00,conducción distraída,-33.371997,-70.733478
VAR,,1240 - GWKL16,2/14/2020,01:39:47,Noche,Distracción,Distracción,"6,24",89.00,155.00,notificación de conducir distraído,-33.374375,-70.546418
VAR,,1650- LLWZ31,2/15/2020,02:06:11,Noche,Distracción,Distracción,"3,33",90.00,83.00,conducción distraída,-33.703729,-70.991459
VAR,,1671- LRTK88,2/17/2020,11:41:31,Día,Distracción,Fatiga,"1,57",59.00,26.00,conducción distraída,-33.366313,-70.689981
VAR,,1671- LRTK88,2/17/2020,09:04:04,Día,Distracción,Distracción,"3,67",89.00,91.00,conducción distraída,-34.277869,-70.816009
VAR,,1366-HWBD36,2/18/2020,04:55:37,Noche,Distracción,Fatiga,"1,87",27.00,14.00,conducción distraída,-33.259383,-70.347963
VAR,,1671- LRTK88,2/18/2020,23:26:53,Noche,Distracción,Fatiga,"1,76",30.00,15.00,conducción distraída,-33.245121,-70.346601
VAR,,1368 - HWVV83,2/18/2020,16:39:14,Día,Distracción,Mirada ausente,"3,32",33.00,30.00,conducción distraída,-33.226111,-70.344722
VAR,,1366-HWBD36,2/18/2020,04:44:14,Noche,Distracción,Fatiga,"1,78",34.00,17.00,conducción distraída,-33.306195,-70.357919
VAR,,1368 - HWVV83,2/18/2020,13:58:24,Día,Distracción,Fatiga,"2,94",38.00,31.00,conducción distraída,-33.302778,-70.358611
VAR,,1650- LLWZ31,2/18/2020,12:52:31,Día,Distracción,Distracción,"3,04",90.00,75.00,conducción distraída,-33.350180,-70.693641
VAR,,1651 - LPBX91,2/19/2020,02:08:13,Noche,Distracción,Fatiga,"2,50",89.00,62.00,conducción distraída,-33.653592,-71.339577
VAR,,1670 - LRTK87,2/20/2020,12:41:10,Día,Distracción,Mirada ausente,"3,53",42.00,41.00,conducción distraída,-33.343889,-70.710556
VAR,,1671- LRTK88,2/20/2020,23:35:35,Noche,Distracción,Distracción,"3,59",48.00,47.00,conducción distraída,-33.373679,-70.744829
VAR,,1651 - LPBX91,2/20/2020,09:44:07,Día,Distracción,Fatiga,"1,57",65.00,28.00,conducción distraída,-33.372714,-70.743726
VAR,,1651 - LPBX91,2/21/2020,23:23:35,Noche,Distracción,Fatiga,"1,57",34.00,15.00,conducción distraída,-33.197943,-70.338910
VAR,,1671- LRTK88,2/21/2020,00:43:15,Noche,Distracción,Distracción,"3,61",37.00,38.00,conducción distraída,-33.318834,-70.361169
VAR,,1670 - LRTK87,2/21/2020,14:43:27,Día,Distracción,Mirada ausente,"3,09",70.00,60.00,conducción distraída,-33.358056,-70.691389
VAR,,1671- LRTK88,2/22/2020,00:32:36,Noche,Distracción,Distracción,"3,42",37.00,36.00,conducción distraída,-33.364112,-70.386226
VAR,,1651 - LPBX91,2/24/2020,13:17:58,Día,Distracción,Fatiga,"1,50",22.00,9.00,conducción distraída,-33.180535,-70.646447
VAR,,1563 - KVWX92(MDEF),2/24/2020,09:52:21,Día,Distracción,Mirada ausente,"3,25",31.00,28.00,conducción distraída,-33.366389,-70.700278
VAR,,1242 - GWKL18,2/24/2020,20:51:35,Noche,Distracción,Mirada ausente,"3,40",74.00,70.00,conducción distraída,-33.373611,-70.720556
VAR,Yeison Sepulveda,1651 - LPBX91,2/25/2020,03:07:01,Noche,Fatiga,Fatiga,"2,09",35.00,21.00,somnolencia,-33.365572,-70.392162
VAR,,1659 - LLWZ27,2/26/2020,11:52:34,Día,Distracción,Fatiga,"1,91",23.00,12.00,conducción distraída,-33.385000,-70.751111
VAR,,1670 - LRTK87,2/26/2020,15:13:44,Día,Distracción,Mirada ausente,"4,02",37.00,41.00,conducción distraída,-33.157500,-70.649444
VAR,,1671- LRTK88,2/26/2020,04:21:30,Noche,Distracción,Distracción,"3,11",89.00,77.00,conducción distraída,-33.644444,-71.364351
VAR,,1650- LLWZ31,2/26/2020,15:42:28,Día,Distracción,Distracción,"3,55",89.00,88.00,conducción distraída,-33.429657,-70.784393
VAR,,1670 - LRTK87,2/27/2020,21:40:48,Noche,Distracción,Ojos cerrados,"4,10",39.00,44.00,conducción distraída,-33.281389,-70.351389
VAR,,1669 - LRTK86,2/27/2020,09:42:51,Día,Distracción,Distracción,"3,63",89.00,90.00,conducción distraída,-33.231217,-70.690106
VAR,,1650- LLWZ31,2/28/2020,00:22:10,Noche,Distracción,Distracción,"3,05",35.00,30.00,conducción distraída,-33.368766,-70.428241
VAR,,1671- LRTK88,2/28/2020,22:18:26,Noche,Distracción,Fatiga,"1,78",41.00,20.00,conducción distraída,-33.197591,-70.338894
VAR,,1651 - LPBX91,2/28/2020,00:27:38,Noche,Distracción,Fatiga,"1,57",86.00,38.00,conducción distraída,-33.375715,-70.532432
VAR,,1670 - LRTK87,3/1/2020,03:18:19,Noche,Distracción,Mirada ausente,"4,67",34.00,44.00,conducción distraída,-33.388611,-70.598333
VAR,,1670 - LRTK87,3/1/2020,03:18:19,Noche,Distracción,Mirada ausente,"4,67",34.00,44.00,conducción distraída,-33.388611,-70.598333
VAR,,1671- LRTK88,3/1/2020,02:24:22,Noche,Distracción,Distracción,"3,31",36.00,33.00,conducción distraída,-33.301484,-70.358349
VAR,,1671- LRTK88,3/1/2020,02:24:22,Noche,Distracción,Distracción,"3,31",36.00,33.00,conducción distraída,-33.301484,-70.358349
VAR,,1671- LRTK88,3/2/2020,15:26:21,Día,Distracción,Fatiga,"1,59",20.00,9.00,conducción distraída,-33.140428,-70.704016
VAR,,1671- LRTK88,3/2/2020,15:26:21,Día,Distracción,Fatiga,"1,59",20.00,9.00,conducción distraída,-33.140428,-70.704016
VAR,,1240 - GWKL16,3/2/2020,22:19:08,Noche,Distracción,Distracción,"5,24",29.00,42.00,conducción distraída,-33.248960,-70.345434
VAR,,1240 - GWKL16,3/2/2020,22:19:08,Noche,Distracción,Distracción,"5,24",29.00,42.00,conducción distraída,-33.248960,-70.345434
VAR,,1669 - LRTK86,3/2/2020,12:52:35,Día,Distracción,Distracción,"3,13",35.00,31.00,conducción distraída,-33.150207,-70.690565
VAR,,1669 - LRTK86,3/2/2020,12:52:35,Día,Distracción,Distracción,"3,13",35.00,31.00,conducción distraída,-33.150207,-70.690565
VAR,,1240 - GWKL16,3/2/2020,19:45:57,Día,Distracción,Distracción,"4,55",62.00,79.00,conducción distraída,-33.383187,-70.751214
VAR,,1240 - GWKL16,3/2/2020,19:45:57,Día,Distracción,Distracción,"4,55",62.00,79.00,conducción distraída,-33.383187,-70.751214
VAR,,1670 - LRTK87,3/2/2020,13:57:43,Día,Distracción,Mirada ausente,"3,00",73.00,61.00,conducción distraída,-33.192500,-70.655000
VAR,,1670 - LRTK87,3/2/2020,13:57:43,Día,Distracción,Mirada ausente,"3,00",73.00,61.00,conducción distraída,-33.192500,-70.655000
VAR,,1651 - LPBX91,3/3/2020,03:47:36,Noche,Distracción,Fatiga,"1,57",27.00,12.00,conducción distraída,-33.369234,-70.503813
VAR,,1563 - KVWX92(MDEF),3/3/2020,09:47:43,Día,Distracción,Mirada ausente,"4,32",30.00,36.00,conducción distraída,-33.365000,-70.699722
VAR,,1242 - GWKL18,3/3/2020,12:06:19,Día,Distracción,Fatiga,"1,62",33.00,15.00,conducción distraída,-33.363056,-70.701944
VAR,,1650- LLWZ31,3/3/2020,09:56:22,Día,Distracción,Distracción,"3,11",38.00,33.00,conducción distraída,-33.153273,-70.676335
VAR,,1667 - LRTK84,3/3/2020,12:24:24,Día,Distracción,Fatiga,"1,76",42.00,20.00,conducción distraída,-33.152518,-70.317505
VAR,,1557 - KVWX86(M DE F),3/3/2020,12:56:56,Día,Distracción,Fatiga,"1,59",71.00,31.00,conducción distraída,-33.548611,-70.708611
VAR,,1651 - LPBX91,3/3/2020,13:47:33,Día,Distracción,Fatiga,"1,85",75.00,39.00,conducción distraída,-33.327207,-70.717903
VAR,,1651 - LPBX91,3/3/2020,10:12:11,Día,Distracción,Fatiga,"2,33",76.00,49.00,conducción distraída,-33.222084,-70.679712
VAR,,1240 - GWKL16,3/4/2020,23:02:41,Noche,Distracción,Fatiga,"1,72",21.00,10.00,conducción distraída,-33.173954,-70.337211
VAR,,1651 - LPBX91,3/4/2020,12:28:44,Día,Distracción,Fatiga,"1,70",40.00,19.00,conducción distraída,-33.153395,-70.675887
VAR,,1671- LRTK88,3/4/2020,12:53:22,Día,Distracción,Distracción,"5,13",89.00,126.00,conducción distraída,-33.267948,-70.699690
VAR,,1242 - GWKL18,3/5/2020,11:10:48,Día,Distracción,Fatiga,"1,95",85.00,46.00,conducción distraída,-33.353889,-70.706111
VAR,,1671- LRTK88,3/5/2020,04:12:36,Noche,Distracción,Fatiga,"1,74",89.00,43.00,conducción distraída,-33.497667,-70.786209
VAR,,1650- LLWZ31,3/5/2020,16:08:29,Día,Distracción,Distracción,"3,17",89.00,78.00,conducción distraída,-33.326619,-70.702689
VAR,,1670 - LRTK87,3/5/2020,16:30:43,Día,Distracción,Mirada ausente,"3,24",89.00,80.00,conducción distraída,-33.287500,-70.701944
VAR,,1650- LLWZ31,3/5/2020,16:08:33,Día,Distracción,Distracción,"3,28",90.00,82.00,conducción distraída,-33.327232,-70.701917
VAR,Patricio Monroy,1650- LLWZ31,3/6/2020,09:29:49,Día,Fatiga,Fatiga,"1,57",37.00,16.00,somnolencia,-33.154063,-70.669068
VAR,,1240 - GWKL16,3/6/2020,01:21:03,Noche,Distracción,Distracción,"7,11",29.00,57.00,conducción distraída,-33.227213,-70.341772
VAR,,1670 - LRTK87,3/6/2020,17:58:04,Día,Distracción,Mirada ausente,"3,42",36.00,34.00,conducción distraída,-33.705278,-70.997222
